pathway	old_NES	old_padj	new_NES	new_padj	file	complete_pair	significance_state
HALLMARK_ANGIOGENESIS	1.15587388344491	0.300982800982801	1.14394877379288	0.30074277409979	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained non-significant
HALLMARK_APICAL_JUNCTION	1.75044234606008	0.0004197324443773	1.38992476924689	0.0301997773092811	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_APICAL_SURFACE	-0.900224619877748	0.653419262441819	-0.969541456580439	0.533154788473937	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained non-significant
HALLMARK_APOPTOSIS	1.84051227817175	8.49692240400564e-05	1.89027048817774	1.21084895392548e-05	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_BILE_ACID_METABOLISM	-1.14578063919114	0.231396906588722	-1.15236480357187	0.225060827250608	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained non-significant
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.78894672675205	0.0016201301509568	1.7484297826929	0.0018616787193782	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_COAGULATION	1.23482513462	0.168937943462102	1.21387940691829	0.184826615032565	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained non-significant
HALLMARK_COMPLEMENT	1.27183335464408	0.114889705882353	1.26324171114075	0.11440556773763	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained non-significant
HALLMARK_DNA_REPAIR	-0.960919566588188	0.597915328050261	-0.981298994602008	0.528569879648704	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained non-significant
HALLMARK_E2F_TARGETS	1.3270133797796	0.083210964268233	1.34575688550596	0.0377747675736959	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Gained significance
