row_type	target_gene	condition	donor	source_member_count_raw	source_member_count_unique	duplicate_source_members	universe_member_count	universe_mapping_fraction	missing_members	missing_member_reason	case_only_nonexact_members	alias_or_retired_symbol_assessment	detectable_member_count	detectable_member_fraction	leading_edge_size	degree_matched_members	leading_edge_degree_median	leading_edge_degree_q1	leading_edge_degree_q3	leading_edge_degree_min	leading_edge_degree_max	leading_edge_rank_median	leading_edge_rank_q1	leading_edge_rank_q3	leading_edge_rank_min	leading_edge_rank_max	mapping_qc_status
SOURCE_MAPPING				200.0	200.0	0.0	191.0	0.955	CAVIN1;CAVIN3;CCN1;CCN2;CCN5;EDN2;LALBA;LARGE1;PKLR	not_in_frozen_1388_gene_universe		NOT_ASSESSED_NO_FROZEN_ALIAS_REFERENCE_TABLE															PASS_EXACT_SYMBOL_MAPPING
