target_gene	condition	donor	seed	profile_type	database	call_seed	ES	NES	p_value	FDR_within_Hallmark	log2err	set_size	leading_edge	leading_edge_size	hallmark_rank	analysis	excluded_seed	included_seeds	formal_five_seed_NES	leading_edge_jaccard_vs_formal	excluded_donor	included_donors	formal_three_donor_NES
LRRC17	organic_ED_nonDM	non-DM_2	2026082701.0	single_seed_network_rank	Hallmark	2026090827	0.192460700939219	0.700867828471941	0.999000999000999	0.999000999000999	0.0014426950408889	191.0	ATF3;VEGFA;PGF;GPC4;CDKN1A;ADM;AKAP12;F3;SRPX;IGFBP3;CHST2;GPC3;FOS;STC1;DDIT4;BGN;TGFBI;HS3ST1;JUN;PAM;SDC3;ZFP36;CDKN1C;CCNG2;PNRC1;DCN;BTG1;CAV1;SERPINE1;WSB1;CSRP2;PGM1;CITED2;MAFF;MT1E;SLC2A3;NDRG1;BCL2;IER3;BHLHE40;COL5A1;LOX;ANXA2;PRDX5;HK2;VLDLR;EFNA1;DUSP1;NFIL3;ILVBL;CA12;NR3C1;STC2;EGFR;ANGPTL4;ACKR3;MYH9;IDS;TPI1;SDC2;LDHA;SLC25A1;SDC4;UGP2;IRS2;PLIN2;HSPA5;BNIP3L;HEXA;SAP30;ERO1A;CDKN1B;MXI1;LXN;P4HA2;TES;PPARGC1A;GBE1;PPP1R15A;RORA;MT2A;NEDD4L;FAM162A;TPBG;GCNT2;PFKL;SLC2A1;GRHPR;TIPARP;ZNF292;SULT2B1;FOXO3;NAGK;GLRX;XPNPEP1	95	32	Seed-level (n=45)							
LRRC17	organic_ED_nonDM	non-DM_2	2026082702.0	single_seed_network_rank	Hallmark	2026090828	0.232876204983643	0.851937541510299	0.914085914085914	0.922	0.0139869590598254	191.0	ATF3;PGF;VEGFA;GPC3;F3;CDKN1A;GPC4;CHST2;SRPX;FOS;AKAP12;ADM;JUN;TGFBI;STC1;ZFP36;DDIT4;BGN;IGFBP3;PNRC1;SDC3;HS3ST1;BTG1;PAM;CDKN1C;WSB1;SLC2A3;CSRP2;BCL2;PGM1;DUSP1;CAV1;CCNG2;MT1E;DCN;NDRG1;IER3;PRDX5;LOX;ANXA2;MAFF;ACKR3;CITED2;BHLHE40;SERPINE1;NFIL3;EFNA1;NR3C1;HSPA5;UGP2;ANGPTL4;VLDLR;ILVBL;CA12;SDC4;LDHA;BNIP3L;IDS;SLC25A1;PLIN2;TPI1;P4HA2;HK2;HEXA;FAM162A;MXI1;MT2A;IRS2;COL5A1;SDC2;STC2;PPARGC1A;ENO1;GBE1;RORA;GLRX;PGK1;FOXO3;SAP30;NEDD4L;TIPARP;CDKN1B;HDLBP;EGFR;GRHPR;NAGK;TPD52;ERO1A;LXN;TPBG;PRKCA;MIF;PPP1R15A;SELENBP1;TES;TMEM45A;RBPJ	97	30	Seed-level (n=45)							
LRRC17	organic_ED_nonDM	non-DM_2	2026082703.0	single_seed_network_rank	Hallmark	2026090829	0.248317306176892	0.903356037531159	0.797202797202797	0.902902902902903	0.0230116943194552	191.0	ATF3;VEGFA;PGF;GPC4;GPC3;CDKN1A;F3;CHST2;FOS;ADM;JUN;ZFP36;SRPX;WSB1;AKAP12;DDIT4;SDC3;STC1;BGN;PNRC1;HS3ST1;TGFBI;BTG1;PAM;CDKN1C;IGFBP3;MAFF;DUSP1;CSRP2;MT1E;CAV1;SLC2A3;PGM1;CCNG2;BCL2;IER3;LOX;CITED2;NDRG1;NFIL3;SERPINE1;ILVBL;ANXA2;ACKR3;BHLHE40;DCN;HSPA5;HK2;PRDX5;IRS2;COL5A1;BNIP3L;VLDLR;NR3C1;UGP2;LDHA;CA12;EFNA1;ERO1A;CDKN1B;MT2A;HDLBP;IDS;STC2;PLIN2;GBE1;MIF;SAP30;ENO1;PPP1R15A;HEXA;FOXO3;FAM162A;LXN;TPI1;RORA;SDC4;PPARGC1A;MYH9;SLC25A1;P4HA2;PGK1;TMEM45A;TES;CHST3;S100A4;RBPJ;TIPARP;NEDD4L;MXI1;ANGPTL4;NAGK;ZNF292;TPD52;GLRX;SDC2;KLF7;KLHL24;PRKCA;GAPDH;GCNT2;XPNPEP1;SELENBP1;EGFR;PCK1;CXCR4	106	21	Seed-level (n=45)							
LRRC17	organic_ED_nonDM	non-DM_2	2026082704.0	single_seed_network_rank	Hallmark	2026090830	0.245803062654976	0.89748248128686	0.833166833166833	0.860043182623828	0.0204160330522345	191.0	ATF3;VEGFA;CDKN1A;F3;PGF;CHST2;FOS;GPC4;GPC3;ZFP36;JUN;SRPX;PNRC1;BTG1;DDIT4;PAM;AKAP12;TGFBI;SDC3;STC1;BGN;MT1E;MAFF;WSB1;CAV1;ILVBL;CDKN1C;DUSP1;SERPINE1;EFNA1;SLC2A3;IGFBP3;PGM1;IER3;BCL2;DCN;CITED2;ADM;LOX;BHLHE40;CSRP2;NDRG1;SDC4;NFIL3;NR3C1;CA12;ACKR3;STC2;ERO1A;CCNG2;ANGPTL4;ANXA2;HS3ST1;PRDX5;MIF;TES;SDC2;IDS;HDLBP;HK2;RORA;VLDLR;LDHA;SAP30;HSPA5;MT2A;COL5A1;NEDD4L;BNIP3L;UGP2;FOXO3;TPBG;EGFR;PPP1R15A;TPI1;MXI1;GBE1;FAM162A;SLC25A1;ENO1;CDKN1B;IRS2;ALDOC;PLIN2;TIPARP;CHST3;XPNPEP1;ZNF292;PFKP;HEXA;KDELR3;KLHL24;RBPJ;TMEM45A;JMJD6;S100A4;PGK1;KLF7;LXN;P4HA1;SELENBP1;ALDOA;DPYSL4;P4HA2;GALK1;GLRX;KLF6;TPD52;GRHPR;GCNT2;MYH9	111	23	Seed-level (n=45)							
LRRC17	organic_ED_nonDM	non-DM_2	2026082705.0	single_seed_network_rank	Hallmark	2026090831	0.223144568644781	0.819700947870813	0.957042957042957	0.957042957042957	0.0096656434846849	191.0	ATF3;VEGFA;PGF;GPC3;F3;CDKN1A;GPC4;SRPX;CHST2;FOS;AKAP12;JUN;ADM;ZFP36;PAM;STC1;HS3ST1;BGN;DDIT4;TGFBI;PNRC1;SDC3;CDKN1C;DCN;BTG1;MAFF;ACKR3;WSB1;SLC2A3;BCL2;CSRP2;SERPINE1;CCNG2;MT1E;IER3;CAV1;CITED2;NDRG1;PGM1;IGFBP3;DUSP1;PRDX5;LOX;ILVBL;ANXA2;NR3C1;NFIL3;BHLHE40;HK2;IRS2;VLDLR;MYH9;SDC4;EGFR;COL5A1;SLC25A1;STC2;BNIP3L;PLIN2;RORA;CA12;HSPA5;LDHA;EFNA1;HEXA;ANGPTL4;TPI1;UGP2;HDLBP;ERO1A;GBE1;NEDD4L;PGK1;P4HA2;PPARGC1A;MT2A;SDC2;MIF;GRHPR;IDS;PPP1R15A;MXI1;SAP30;P4HA1;TIPARP;FAM162A;NAGK;GLRX;LXN;PRKCA;TMEM45A;XPNPEP1;KDELR3;CDKN1B;SLC2A1;ENO1;ZNF292;GCNT2;SELENBP1;TPD52;EFNA3	101	30	Seed-level (n=45)							
LRRC17	organic_ED_nonDM	non-DM_3	2026082701.0	single_seed_network_rank	Hallmark	2026090832	0.215530304935562	0.791792486629238	0.971028971028971	0.971028971028971	0.0078803141868031	191.0	GPC3;DDIT4;ATF3;FOS;CHST2;IGFBP3;VEGFA;ZFP36;AKAP12;CCNG2;JUN;PNRC1;MT1E;SERPINE1;F3;SLC2A1;CAV1;DUSP1;CDKN1A;GPC4;DCN;EGFR;NFIL3;ANGPTL4;ADM;ANXA2;WSB1;MAFF;PGF;IER3;MYH9;PGM1;CDKN1C;FBP1;RORA;PAM;GLRX;GAPDH;STC1;KLF7;CSRP2;MT2A;NDRG1;ALDOA;LDHA;SDC3;IRS2;PPP1R15A;BTG1;KDELR3;TIPARP;EFNA1;COL5A1;LOX;HDLBP;SRPX;CITED2;SAP30;CP;BCL2;SDC2;RBPJ;PFKL;DTNA;PLIN2;BGN;PDGFB;PRDX5;TGM2;SELENBP1;PFKP;HEXA;PGK1;TPI1;HSPA5;ZNF292;HS3ST1;SLC2A3;GPC1;PPP1R3C;TMEM45A;GPI;CDKN1B;PYGM;PIM1;TPD52;TGFB3;CA12;UGP2;STC2;ERRFI1;ERO1A;KLF6;MIF;HK2;RRAGD;ILVBL	97	32	Seed-level (n=45)							
LRRC17	organic_ED_nonDM	non-DM_3	2026082702.0	single_seed_network_rank	Hallmark	2026090833	0.216589393497484	0.791217488684123	0.979020979020979	0.979020979020979	0.0066784144069882	191.0	GPC3;DDIT4;ATF3;FOS;AKAP12;CHST2;ZFP36;JUN;SERPINE1;VEGFA;IGFBP3;CDKN1A;SLC2A1;PNRC1;DCN;CCNG2;NFIL3;GPC4;MT1E;WSB1;MAFF;PGF;DUSP1;ADM;IER3;CAV1;F3;STC1;IRS2;RORA;PAM;LDHA;EGFR;MT2A;CDKN1C;NDRG1;SRPX;CSRP2;ANXA2;GLRX;BCL2;ANGPTL4;LOX;SDC2;BTG1;SDC3;HS3ST1;MYH9;TGM2;GAPDH;FBP1;HSPA5;BGN;TGFBI;TIPARP;PPP1R15A;ALDOA;KDELR3;KLF7;VLDLR;COL5A1;PGM1;PRDX5;UGP2;STC2;SAP30;CDKN1B;ENO1;PDGFB;HDLBP;RBPJ;P4HA1;PFKL;ZNF292;PGK1;TPD52;ILVBL;EFNA1;ERRFI1;FOXO3;GPC1;BHLHE40;CA12;GBE1;PYGM;CHST3;PLIN2;PRKCA;CITED2;RRAGD;HK2;TGFB3;FAM162A;HEXA;TMEM45A;SELENBP1;IDS;ACKR3;CP;PPP1R3C;FOSL2;DTNA;ETS1;MXI1;SLC2A3;NR3C1;EXT1;BNIP3L;GPI;PGAM2;ISG20;VHL;SDC4;SULT2B1;TES;MIF;TPBG;ERO1A;LXN;CXCR4	120	32	Seed-level (n=45)							
LRRC17	organic_ED_nonDM	non-DM_3	2026082703.0	single_seed_network_rank	Hallmark	2026090834	0.226714842675156	0.829477346646661	0.951048951048951	0.951048951048951	0.0103504582782501	191.0	GPC3;ATF3;DDIT4;CHST2;FOS;ZFP36;SERPINE1;AKAP12;NFIL3;CCNG2;VEGFA;PNRC1;IGFBP3;CDKN1A;JUN;MT1E;F3;GPC4;WSB1;DUSP1;ADM;MAFF;DCN;ANXA2;CAV1;PGF;EGFR;SLC2A1;IRS2;PGM1;LDHA;MYH9;IER3;GLRX;RORA;PAM;SRPX;UGP2;CSRP2;ANGPTL4;COL5A1;NDRG1;STC2;SDC3;BCL2;BGN;SDC2;CDKN1C;PPP1R15A;PDGFB;ALDOA;STC1;SELENBP1;LOX;KDELR3;ERRFI1;MT2A;HS3ST1;PFKL;TPD52;PRDX5;TGFBI;BTG1;ZNF292;CITED2;TMEM45A;GAPDH;HDLBP;ILVBL;GPC1;FBP1;CA12;CDKN1B;HSPA5;PIM1;TIPARP;VLDLR;KLF7;BHLHE40;ALDOC;RBPJ;HEXA;FAM162A;FOSL2;EFNA1;TGM2;CHST3;GBE1;SAP30	89	32	Seed-level (n=45)							
LRRC17	organic_ED_nonDM	non-DM_3	2026082704.0	single_seed_network_rank	Hallmark	2026090835	0.234808421679547	0.853177141736281	0.922077922077922	0.922077922077922	0.0132626420191661	191.0	GPC3;DDIT4;ATF3;FOS;CHST2;IGFBP3;ZFP36;AKAP12;JUN;CDKN1A;VEGFA;PNRC1;GPC4;DUSP1;CCNG2;SLC2A1;F3;SERPINE1;MT1E;DCN;NFIL3;MAFF;ADM;WSB1;EGFR;IER3;CAV1;ANXA2;PGF;RORA;CDKN1C;ANGPTL4;STC1;NDRG1;IRS2;ALDOA;PGM1;BGN;PPP1R15A;PAM;MYH9;LDHA;SDC3;GLRX;CA12;GAPDH;SDC2;SRPX;CSRP2;HS3ST1;LOX;BCL2;MT2A;EFNA1;TIPARP;COL5A1;KLF7;SELENBP1;FBP1;BTG1;STC2;PLIN2;TGM2;HSPA5;SDC4;UGP2;KDELR3;ACKR3;FOSL2;MIF;ILVBL;ZNF292;PFKL;P4HA1;CP;HEXA;TGFBI;NEDD4L;PGK1;CITED2;CDKN1B;TPI1;TGFB3;KLHL24;GBE1;ETS1;RBPJ;PIM1;S100A4;FOXO3;CHST3;VLDLR;RRAGD;BCAN;FAM162A;ERRFI1;EXT1;HK2;PYGM;PDGFB;SAP30;PFKP;HDLBP;BHLHE40;DDIT3;ENO1;DTNA;CXCR4;GPI;PRKCA;PRDX5	111	32	Seed-level (n=45)							
LRRC17	organic_ED_nonDM	non-DM_3	2026082705.0	single_seed_network_rank	Hallmark	2026090836	0.204369581965229	0.746801594590059	0.996003996003996	0.996003996003996	0.0028897301033195	191.0	GPC3;DDIT4;ATF3;CHST2;FOS;JUN;IGFBP3;SERPINE1;ZFP36;PNRC1;CDKN1A;MT1E;AKAP12;VEGFA;CCNG2;F3;SLC2A1;NFIL3;GPC4;EGFR;DUSP1;CAV1;DCN;WSB1;MAFF;ANXA2;NDRG1;MYH9;CSRP2;ADM;PGF;STC1;PAM;IER3;RORA;CDKN1C;IRS2;LDHA;BCL2;SDC2;SDC3;GLRX;PGM1;KDELR3;COL5A1;ANGPTL4;STC2;GPC1;LOX;ALDOA;TGM2;GAPDH;CITED2;TPD52;SELENBP1;ZNF292;KLF6;UGP2;CDKN1B;TGFBI;TIPARP;PPP1R15A;BGN;EFNA1;BTG1;PRKCA;SAP30;PLIN2;HS3ST1;CA12;RBPJ;PGK1;KLF7;HSPA5;P4HA1;SRPX;ERRFI1;MT2A;PIM1;HDLBP;FOSL2;PRDX5;TGFB3;S100A4;SLC2A3;TPI1;ETS1;PDGFB;NR3C1;CP;PFKL;EXT1;HEXA;DTNA;BNIP3L;MIF;TMEM45A;CXCR4;TPBG;DDIT3;GBE1;ILVBL;HK2;ACKR3;ENO1;GAA;HK1;VLDLR;FBP1;SIAH2;NEDD4L;HMOX1;FAM162A;LXN;ISG20;RRAGD	116	32	Seed-level (n=45)							
TYMS	normal	Normal_1	2026082701.0	single_seed_network_rank	Hallmark	2026090837	0.189602912808742	0.686697455311576	1.0	1.0	0.0	191.0	FOS;BGN;JUN;ZFP36;SERPINE1;ADM;CAV1;SRPX;CDKN1C;PGF;KDELR3;CA12;SDC2;LXN;COL5A1;TES;MYH9;GAPDH;STC1;VEGFA;PAM;CXCR4;AKAP12;S100A4;TGFBI;WSB1;GPC1;BHLHE40;VLDLR;LOX;ENO1;SDC4;ANXA2;GPC3;CSRP2;SLC2A3;KLF6;GPC4;CP;HEXA;HSPA5;ATF3;SELENBP1;STC2;CHST2;P4HA1;PNRC1;HDLBP;PPP1R15A;CDKN1B;NAGK;PDK3;ACKR3;PIM1;PPP1R3C;DCN;PFKP;TGFB3;BTG1;TPI1;TIPARP;UGP2;IGFBP3;PGM1;NFIL3;MAFF;TPD52;MT1E;EGFR;TNFAIP3;ALDOA;GPI;EFNA1;LDHA;NR3C1;GAA;PLAC8;BNIP3L;NDRG1;NOCT;EXT1;KLF7;IRS2;ADORA2B;PLIN2;PRDX5;PFKFB3;STBD1;BCL2;PDK1;SLC25A1;SCARB1;MT2A;NEDD4L;ILVBL;PGK1;SAP30;P4HA2;PFKL;ANGPTL4;DDIT4;CITED2;RBPJ;SLC2A5;FOSL2;HK2;PKP1;TPBG;XPNPEP1;GYS1;SDC3;TMEM45A;ANKZF1;GLRX;PLAUR;ERRFI1;TPST2;ETS1;HK1;TKTL1;HMOX1;ISG20;EFNA3;VHL;DTNA;ENO3;F3;AK4;IER3;CCNG2;FBP1;AMPD3;ENO2;GBE1;PPFIA4;PGM2;ZNF292;INHA	138	32	Seed-level (n=45)							
TYMS	normal	Normal_1	2026082702.0	single_seed_network_rank	Hallmark	2026090838	0.225785017691678	0.820196118398798	0.941058941058941	0.9714156810931	0.0114177828322783	191.0	FOS;BGN;JUN;ZFP36;ADM;CAV1;CA12;SRPX;SERPINE1;KDELR3;TGFBI;LXN;GPC1;PGF;CDKN1C;S100A4;TES;VLDLR;COL5A1;WSB1;MYH9;SDC2;AKAP12;STC1;ENO1;GAPDH;STC2;SDC4;LOX;BHLHE40;PAM;CSRP2;GPC3;GPC4;DCN;SELENBP1;VEGFA;PPP1R3C;TPD52;PNRC1;ANXA2;HSPA5;HEXA;CXCR4;KLF6;CHST2;ATF3;HDLBP;PFKP;PIM1;PGM1;P4HA1;NEDD4L;NAGK;SLC2A3;CP;GAA;NDRG1;SLC2A1;ACKR3;GLRX;EGFR;EFNA1;MAFF;MT1E;PPP1R15A;F3;CDKN1B;PRDX5;UGP2;TGFB3;NOCT;IRS2;LDHA;NFIL3;NR3C1;PGK1;BNIP3L;TNFAIP3;SLC2A5;ILVBL;P4HA2;RORA;ALDOA;DTNA;ADORA2B;DDIT4;GPI;ANGPTL4;TPI1;TIPARP;PLAC8;HK1;RBPJ;PRKCA;CHST3;PFKFB3;SLC37A4;PLAUR;AMPD3;ISG20;IGFBP3;BTG1	103	31	Seed-level (n=45)							
TYMS	normal	Normal_1	2026082703.0	single_seed_network_rank	Hallmark	2026090839	0.201668099015876	0.737833835861104	0.993006993006993	0.993006993006993	0.0038285208989028	191.0	BGN;FOS;JUN;ADM;CDKN1C;DCN;SERPINE1;ZFP36;CAV1;SRPX;TES;WSB1;GPC3;AKAP12;CP;CA12;BTG1;TGFBI;ACKR3;GPC1;STC1;KDELR3;S100A4;VLDLR;PGM1;MYH9;CSRP2;UGP2;PAM;ANXA2;GAPDH;SDC4;LXN;PGF;STC2;F3;LOX;PNRC1;GLRX;COL5A1;ENO1;CXCR4;CCNG2;VEGFA;PPP1R3C;GPC4;SDC2;BHLHE40;RORA;CHST2;PPP1R15A;MT2A;ATF3;EFNA1;HSPA5;IER3;BNIP3L;TPD52;MT1E;KLF6;PLIN2;SLC2A1;MAFF;HEXA;ISG20;FAM162A;IGFBP3;EGFR;PDK3;CITED2;DTNA;PRDX5;SLC2A3;ALDOA;NEDD4L;NR3C1;TGFB3;PIM1	78	32	Seed-level (n=45)							
TYMS	normal	Normal_1	2026082704.0	single_seed_network_rank	Hallmark	2026090840	0.202152514286108	0.737953679291035	0.993006993006993	0.993006993006993	0.0038285208989028	191.0	FOS;BGN;JUN;ZFP36;ADM;CAV1;SERPINE1;CDKN1C;SRPX;KDELR3;CA12;GAPDH;LXN;PGF;TES;S100A4;COL5A1;TGFBI;SDC2;WSB1;DCN;MYH9;SDC4;STC2;ENO1;GPC1;STC1;AKAP12;BHLHE40;VEGFA;LOX;PAM;PNRC1;GPC4;TPD52;VLDLR;CSRP2;CXCR4;ANXA2;CHST2;PPP1R3C;PGM1;KLF6;ATF3;PFKP;CP;HDLBP;SLC2A3;P4HA1;GPC3;SELENBP1;SLC2A1;TGFB3;PPP1R15A;BNIP3L;HEXA;F3;HSPA5;PDK3;NR3C1;CCNG2;IRS2;MT1E;NOCT;MAFF;PIM1;PLIN2;GAA;EFNA1;CDKN1B;IGFBP3;PGK1;TIPARP;NFIL3;NAGK;MT2A;DTNA;EXT1;TNFAIP3;NDRG1;TPI1;XPNPEP1;KLF7;ISG20;ADORA2B;EFNA3;NEDD4L;ACKR3;BTG1;UGP2;GLRX;EGFR;IER3	93	32	Seed-level (n=45)							
TYMS	normal	Normal_1	2026082705.0	single_seed_network_rank	Hallmark	2026090841	0.240917157677563	0.876815256078892	0.878121878121878	0.906448390319358	0.0169971052149879	191.0	FOS;BGN;JUN;ZFP36;SERPINE1;ADM;CAV1;CDKN1C;KDELR3;SRPX;SDC2;LXN;TGFBI;BHLHE40;ENO1;PAM;GAPDH;TES;COL5A1;STC1;PGF;LOX;ANXA2;GPC3;TPD52;GPC4;SLC2A3;STC2;WSB1;MYH9;VEGFA;AKAP12;VLDLR;GPC1;CA12;KLF6;S100A4;SDC4;HSPA5;BTG1;HEXA;ACKR3;EGFR;PGM1;HDLBP;PNRC1;CDKN1B;NDRG1;CHST2;SELENBP1;UGP2;CP;CXCR4;DCN;PIM1;PFKP;P4HA1;SLC2A5;ATF3;GPI;PPP1R3C;NEDD4L;NAGK;NFIL3;BCAN;MAFF;PPP1R15A;PDK3;TGFB3;MT1E;IRS2;PLAC8;TPI1;IGFBP3;SCARB1;CSRP2;EFNA1;RORA;ISG20;CDKN1A;P4HA2;NR3C1;KLF7;ANGPTL4;TIPARP;HK1;FAM162A;PFKFB3;PGK1;ALDOA;TNFAIP3;DDIT4;RBPJ;CITED2;GBE1;PLAUR;EXT1;ENO2;GAA;TPBG;ADORA2B;AK4;SDC3;TMEM45A;ERO1A;PPFIA4;DTNA;PKP1	108	31	Seed-level (n=45)							
TYMS	normal	Normal_2	2026082701.0	single_seed_network_rank	Hallmark	2026090842	0.198065523944597	0.720950207118573	0.993006993006993	0.993006993006993	0.0038285208989028	191.0	GPC3;BGN;DCN;PGF;SDC2;SRPX;SERPINE1;JUN;CSRP2;GPC4;BTG1;CA12;FOS;PNRC1;ZFP36;ATF3;F3;DDIT4;NFIL3;TGM2;CDKN1A;MT2A;STC1;CP;ADM;TIPARP;MYH9;CHST2;BHLHE40;VEGFA;KDELR3;ENO1;PPP1R15A;MT1E;SLC2A3;LXN;KLF6;S100A4;DUSP1;ANGPTL4;IER3;EFNA1;MAFF;SDC4;CAV1;EGFR;LDHA;CDKN1C;IGFBP3;ANXA2;GAPDH;LOX;PDGFB;PAM;HDLBP;NDRG1;FOXO3;IDS;GLRX;AKAP12;TKTL1;PRKCA;P4HA2;UGP2;ERRFI1;TGFBI;TPD52;TES;CDKN1B;ALDOA;COL5A1;PRDX5;ZNF292;SLC2A1;HEXA;VLDLR;PIM1;TGFB3;HSPA5;HS3ST1;BNIP3L;IRS2;NR3C1;AMPD3;RBPJ;TPBG;HK1;PGK1;CCNG2;CITED2;PFKL;ILVBL;FAM162A;IL6;TPI1;MXI1;PHKG1;CHST3;PGAM2;FBP1;ANKZF1;P4HA1;PPARGC1A;EXT1;PFKFB3;GALK1;GPC1;SLC25A1;KLHL24;NAGK;BCL2;JMJD6;MIF;FOSL2;GAA;GBE1;PPP1R3C;SIAH2;DTNA;PLAUR;KDM3A;ENO2;SAP30;KLF7;TNFAIP3;ACKR3;GPI;AK4;PLIN2;ETS1	130	32	Seed-level (n=45)							
TYMS	normal	Normal_2	2026082702.0	single_seed_network_rank	Hallmark	2026090843	0.194168580980052	0.70284928599481	0.995004995004995	0.995004995004995	0.0032324387765438	191.0	GPC3;BGN;CA12;SRPX;CSRP2;PGF;VEGFA;GPC4;TES;TPD52;MT1E;SDC2;AKAP12;ZFP36;JUN;ADM;S100A4;F3;CDKN1C;FOS;RORA;CHST2;NFIL3;WSB1;CAV1;ACKR3;ANXA2;COL5A1;DDIT4;TGM2;ATF3;PAM;IGFBP3;DUSP1;SERPINE1;CDKN1A;STC1;IER3;KDELR3;LDHA;KLF6;HDLBP;MT2A;SELENBP1;HSPA5;MYH9;PPP1R3C;GLRX;ALDOA;GPC1;TKTL1;DTNA;PIM1;TPI1;P4HA1;MIF;FBP1;LXN;P4HA2;HEXA;SDC4;TNFAIP3;FAM162A;TGFBI;PFKP;BHLHE40;GBE1;GAPDH;SIAH2;ENO1;NDRG1;DCN;BTG1;PNRC1;PPP1R15A;TIPARP;ZNF292;EFNA1;MAFF;PRKCA;LOX;CDKN1B;BNIP3L;NEDD4L;SLC2A1;PRDX5;MXI1;PGK1;FOXO3;TPBG;TGFB3;ENO2;SDC3;BCL2;SLC25A1;PDGFB;ERRFI1;IL6;CCNG2;AMPD3;FOSL2;PLIN2;JMJD6	103	32	Seed-level (n=45)							
TYMS	normal	Normal_2	2026082703.0	single_seed_network_rank	Hallmark	2026090844	0.245149267836164	0.895974949985822	0.834165834165834	0.865397072159606	0.0203426159572209	191.0	GPC3;BGN;JUN;VEGFA;PGF;FOS;ZFP36;SRPX;BTG1;PNRC1;NFIL3;CA12;IGFBP3;ANXA2;DCN;GPC4;AKAP12;PPP1R15A;SDC2;ATF3;CDKN1A;DUSP1;MAFF;MT1E;WSB1;CDKN1B;F3;SERPINE1;ACKR3;ADM;CDKN1C;ALDOA;TIPARP;ENO1;GAPDH;TGM2;EGFR;LDHA;PLIN2;ZNF292;CHST2;CAV1;CP;PGM1;BNIP3L;CSRP2;MT2A;SDC3;TPD52;NR3C1;NDRG1;PAM;IRS2;MXI1;TPI1;FBP1;KLHL24;RORA;SLC25A1;PIM1;SELENBP1;MIF;KDELR3;HEXA;GALK1;COL5A1;PLAUR;HMOX1;SLC2A3;NAGK;IL6;BCL2;GPC1;ETS1;S100A4;LXN;SIAH2;TES;MYH9;BHLHE40;TGFBI;PDGFB;HS3ST1;ENO2;JMJD6;ISG20;DDIT4;PPP1R3C;KLF7;PPFIA4;SDC4;AK4;TKTL1;GAA;DTNA;TPST2;IER3;HDLBP;KLF6;LOX;PGK1;HSPA5;PRDX5;GLRX;FOXO3;CCNG2;UGP2;P4HA2;ERRFI1;FAM162A;RBPJ;IDS;P4HA1;EFNA1;PFKL;EXT1;CITED2;PFKP;GBE1;FOSL2;CHST3;HK1;STC1;ERO1A;KDM3A;GPI;GRHPR;TGFB3;TNFAIP3	129	30	Seed-level (n=45)							
TYMS	normal	Normal_2	2026082704.0	single_seed_network_rank	Hallmark	2026090845	0.221080532941775	0.811060426248563	0.956043956043956	0.97002997002997	0.0097824984275703	191.0	GPC3;DCN;SRPX;BGN;VEGFA;GPC4;PGF;AKAP12;CA12;CSRP2;JUN;WSB1;CDKN1C;ADM;RORA;ZFP36;MT1E;PAM;EFNA1;TPD52;SLC2A1;BTG1;PNRC1;DDIT4;SDC2;PLIN2;PGM1;CHST2;CP;NFIL3;FOS;NR3C1;IGFBP3;IER3;SERPINE1;LDHA;PPP1R15A;TGM2;FOXO3;ANXA2;MAFF;PDGFB;S100A4;VLDLR;CCNG2;HS3ST1;LOX;ERRFI1;CDKN1A;HMOX1;STC1;ANGPTL4;TPI1;FBP1;CDKN1B;EGFR;GPC1;NEDD4L;HDLBP;PGK1;GLRX;HSPA5;PPP1R3C;BCL2;ACKR3;UGP2;KLHL24;IDS;CHST3;TIPARP;LXN;DUSP1;KDELR3;PRDX5;SDC4;SDC3;TES;ZNF292;ENO1;KLF6;GAPDH;MXI1;SLC37A4;TNFAIP3;BNIP3L;GRHPR;SLC2A3;TGFBI;ADORA2B;SAP30;ERO1A;PIM1;ETS1;AMPD3;RBPJ;GALK1;FOSL2;SELENBP1;IL6;XPNPEP1;NAGK;EXT1;MYH9;AK4;KDM3A;P4HA2;FAM162A	107	30	Seed-level (n=45)							
TYMS	normal	Normal_2	2026082705.0	single_seed_network_rank	Hallmark	2026090846	0.23309686076074	0.850408195465483	0.908091908091908	0.933673469387755	0.0145143429459948	191.0	DCN;JUN;BGN;FOS;CA12;PNRC1;ZFP36;BTG1;CSRP2;VEGFA;ATF3;DUSP1;NFIL3;PPP1R15A;SRPX;CHST2;PGF;CDKN1A;MT1E;IGFBP3;CP;CDKN1C;TIPARP;MAFF;LDHA;EFNA1;RORA;DDIT4;PLIN2;HDLBP;S100A4;ALDOA;F3;PAM;ACKR3;LOX;SERPINE1;PDGFB;TPI1;ANXA2;MYH9;TGM2;ERRFI1;MIF;GLRX;PGK1;COL5A1;TES;FOXO3;PRDX5;FBP1;ZNF292;IER3;SDC2;HSPA5;PGAM2;SDC4;BNIP3L;PIM1;IRS2;MXI1;SLC2A1;MT2A;ILVBL;PPP1R3C;P4HA1;KLF6;TKTL1;ADORA2B;SLC2A3;HK1;EXT1;TGFBI;GPC1;PLAUR;SLC25A1;ERO1A;LXN;PRKCA;ENO2;PHKG1;SIAH2;PFKL;GBE1;P4HA2;GAA;CITED2;ENO1;BHLHE40	89	31	Seed-level (n=45)							
