gene_symbol	logFC	P.Value	adj.P.Val	dataset	FDR_lt_0_05
LRRC43	-1.09766211228941	0.0038732828562016	0.154845997289453	GSE243023	False
STMN3	-0.879404333733355	0.0038864730771429	0.154845997289453	GSE243023	False
CXCL6	1.0840028423701	0.0038991504910123	0.154845997289453	GSE243023	False
OSGIN2	0.550379522150443	0.0039120012448143	0.154845997289453	GSE243023	False
APOL1	-0.625992722596541	0.0039356310608354	0.154845997289453	GSE243023	False
ZNF582	0.737495802514687	0.0039528332499603	0.154845997289453	GSE243023	False
TTC13	0.507432690269064	0.0039569251550109	0.154845997289453	GSE243023	False
PTPRR	1.53499260376549	0.0039613061070564	0.154845997289453	GSE243023	False
CCNL2	-0.460589866727823	0.0039804757408461	0.154845997289453	GSE243023	False
C9orf72	0.983454311917834	0.0040246872227824	0.154845997289453	GSE243023	False
CCDC91	0.701330282758414	0.0040264635896356	0.154845997289453	GSE243023	False
MYCBP2	0.543554952896216	0.0040269846314849	0.154845997289453	GSE243023	False
UBA6	0.65052446436916	0.0040946445704261	0.154845997289453	GSE243023	False
CYP1A1	-1.56740847000963	0.0040996900124516	0.154845997289453	GSE243023	False
RCC1	-0.413798644159652	0.0041084494555822	0.154845997289453	GSE243023	False
CGRRF1	0.924705161957008	0.0041092698715542	0.154845997289453	GSE243023	False
SKIL	0.814284816849276	0.0041139407651992	0.154845997289453	GSE243023	False
MMP11	-0.992034925675604	0.0041265637376193	0.154845997289453	GSE243023	False
NAA50	0.624205693722752	0.0041366091151813	0.154845997289453	GSE243023	False
SCAMP2	-0.719115045279135	0.0041487875919815	0.154845997289453	GSE243023	False
TK1	-0.858647342859948	0.0041562776059026	0.154845997289453	GSE243023	False
NF1	0.503181393939685	0.0041688120182517	0.154845997289453	GSE243023	False
