gene_symbol	strict_lodo_FDR_candidate	meta_FDR	GSE243023_logFC	GSE205050_logFC	GSE10723_logFC
FAM89B	False	0.0311646142489859	-0.544056469474485	0.343161153125313	0.606155858
ZHX1	False	0.0313443747814856	0.658650519499521	-0.0345020923465409	0.43847267675
PSMD1	False	0.0315070049020574	0.0186260013870205	-0.215588185534035	-0.3606487365
CSNK2B	False	0.0317069710545712	-0.347423523709038	0.231083987839485	-1.10145566375
MTA2	False	0.031831247630349	-0.296761052169512	-0.285585327671805	0.10012384925
TMEM140	False	0.0319433130679697	-0.32769362518908	1.31594649563343	0.23122149375
PRDM10	False	0.0321357177103601	0.593923422627334	-0.268800046048084	0.5632897535
ARPC5	False	0.0321553980794249	0.276058343543196	-0.0322307345110637	0.771103606
UTP4	False	0.0321553980794249	0.0108022763095912	-0.266435372323326	-0.308550268
SLC35A1	False	0.0321947617754769	-0.014230229528752	0.450171494829407	0.3148927205
UBP1	False	0.0321947617754769	0.221698838450918	-0.0359819971960302	0.658947508
AP2M1	False	0.032281051233553	-0.433330303678591	0.0154428554309973	-0.43481718675
EIF1B	False	0.032281051233553	0.228834939616951	-0.001287865133146	0.7309261965
TNFAIP1	False	0.032281051233553	0.0381073658021789	0.446826714122759	-0.0537527199999994
ARHGEF3	False	0.0325050801906732	-0.257782836611551	1.9165715641332	0.73833656325
NUDT5	False	0.0329633038211511	0.0071000242158447	-0.347001843400565	-0.348575153
RASA1	False	0.0329633038211511	0.254581702720276	-0.0098180455282062	0.66753621375
SMIM14	False	0.0329633038211511	0.404010898956036	0.593298098921389	-0.384184592249999
ACLY	False	0.033121594930343	0.0484921167228665	-0.434031237915246	-0.24138342825
CTBS	False	0.0331340467568243	0.582071881100233	0.27208073905799	-0.0620343115000001
BOK	False	0.0333980717623828	-0.349543791131508	0.373085222616649	0.472422323
SEC24D	False	0.0336286919632573	0.617689033832219	-0.0421044709856755	0.64038548325
MXD4	False	0.0341414589766897	-0.676801413869086	0.457084757390227	0.76246484
CTDSP2	False	0.0350444921069916	-0.107769209250473	0.156303689255056	0.53825487825
INTS7	False	0.0351298592045788	0.392554333850847	-0.97421726386891	-0.415402725
MYPOP	False	0.0352230923489267	-0.0087145154287031	0.363250345400612	0.6378556485
METRNL	False	0.0355927514224086	-0.304696774677023	0.450319502878473	0.55484706175
DIP2B	False	0.0355929023110839	0.18793040869786	-0.0904620606371642	-1.3270359665
FKBP11	False	0.0358193712730556	0.0913444143824957	-0.553282436322849	-0.156400025
CCNB1	False	0.0362005525113618	-0.228390468388616	-1.47988602008976	0.49479100575
ELP3	False	0.0366229550916753	-0.243659450566302	-0.453967564600213	0.08625813025
PCYOX1	False	0.0366229550916753	0.191187691753404	0.459596607026265	-0.240322764
SPR	False	0.0367029013796736	-0.29073303449925	0.413984406558328	0.38754146625
FHL3	False	0.0367340137174044	-0.217492886792805	0.213207099965225	0.54049917725
NDUFA5	False	0.0368038688633677	0.328888263804537	-0.0147608941250743	0.530177452
SH3BGRL2	False	0.0381382597784284	0.517607447545372	-0.041143446577685	0.36907929125
PXDN	False	0.0389343869058388	-0.109217030827505	0.736756919669807	-0.21504114125
SNX16	False	0.0390379558841339	0.891865685242915	-0.0521298729978552	0.507721675
MYCT1	False	0.0390785303213717	0.365705177760237	-0.372152742395504	0.701082711
OPTN	False	0.0391322609892291	0.0897665470832658	0.444838152048129	-0.0165039595000001
LOX	False	0.0396122568460851	0.523741301613704	0.475860018052029	-0.18918017075
MED15	False	0.0399469729922338	-0.664574139416668	-0.224558187358991	0.13038303425
PLXND1	False	0.0399469729922338	-0.435163970599096	0.15217130767233	-0.476222827
SLC4A7	False	0.0399974112260892	0.653580856872808	-0.045991352495891	0.52566188125
ECH1	False	0.0401681079625639	-0.736308634823149	0.0838381633905563	-0.30096127075
RUBCN	False	0.0401681079625639	-0.0261836430416009	0.172097706567422	0.46857842125
DPP3	False	0.0401776861593069	-0.45351251226561	0.0671395192920672	-0.54351120025
PAF1	False	0.0403329788075276	-0.566262040965363	-0.241912397837315	0.0050963767499998
FAM98B	False	0.0403875888106341	0.0208524073989951	-0.225876064776317	-0.426633967499999
DKK3	False	0.0411973371562796	0.269049147127811	0.636162453983721	-0.16227054025
RAB13	False	0.041964930556996	-0.522120700915661	0.0629769774966613	-0.66875276175
RAB11A	False	0.0421470680031271	0.126489301945914	0.299321255242249	-0.0496771605
ERH	False	0.0426268893823479	0.164071240683205	-0.338872110242717	-0.329449731
ARL14EP	False	0.0426715904274951	0.294558164649073	-0.0156490971299608	0.520054049
DDX46	False	0.0427275883218135	-0.0639662273997246	-0.483280967643363	0.0570831822500001
PPP2R5B	False	0.0430215327612001	-0.0904512022976705	0.530106419117493	0.2419972395
TRIM13	False	0.0430215327612001	0.471250863784798	-0.074811230303883	0.3514312265
MRM3	False	0.0431579087199809	-0.340612326720704	-0.42579845282658	0.0074979539999999
SPARC	False	0.0434390874506843	-0.0254916626323336	0.337210331454974	-0.0236778275000003
TIMM44	False	0.0438826768197003	-0.538851481895529	-0.344405484604764	0.0704386260000002
TRA2B	False	0.0445073609782423	0.03842610028682	-0.331601219293601	-0.18229157575
ZDHHC2	False	0.0445812616163337	0.371202446794233	-0.120548001766935	0.95216702175
ARL4A	False	0.0446277619579531	0.33686643634733	-0.112212967565721	0.496351784
CS	False	0.0446277619579531	0.0125704145005709	-0.315740226644154	-0.14970542775
SNAP23	False	0.0446680800027484	0.446051283339726	-0.0361807142663304	0.5937380475
MBNL2	False	0.0450037352165079	0.642693411559542	-0.693202855471143	1.01440740225
TCF25	False	0.0451323396769276	-0.56118466392923	0.0572715587632304	-0.605669322
TMED2	False	0.0453906277298424	0.452495706366985	-0.0534785006556717	0.4787763005
FBXO11	False	0.0456349033723576	0.2519266449942	-0.118065516591796	0.71244568075
IER2	False	0.046012477385079	-0.0116359748483887	0.138438976787191	0.73028145725
UBR4	False	0.0463363678261618	0.054034777968381	-0.0102714829801851	0.86721514575
EFNA1	False	0.0470258688474522	-0.0826063643014798	1.36593153399877	0.162305778
HDGF	False	0.0472758825592946	0.0029668894853696	-0.35512069324817	-0.0638092102500005
ARMC6	False	0.0478951125176249	-0.508285759050764	-0.305589827279925	0.04826130425
MOB4	False	0.0479111468364728	0.379286057470464	-0.0120712457833037	0.53469254675
CNNM3	False	0.0479756528320355	-0.0995378883333107	0.286298506214719	0.507126326
TBC1D20	False	0.0487619704841828	-0.0706604643515245	0.316548118452066	0.2030994775
RAB1A	False	0.0490682909942824	0.113334514634413	-0.0074450227397999	0.69158577675
NIPSNAP1	False	0.0493182380530113	-0.320009195253798	0.115230253938645	-0.53348641525
BAHD1	False	0.0495462517798024	-0.349633219036416	0.160746892647841	0.67030789825
ZBTB22	False	0.0498666101938265	-0.0798200606064028	3.4300575811311	0.38797548675
NQO1	False	0.0498937768767474	-0.207492630197542	-0.692073015435977	0.52323621475
RIN2	False	0.0498937768767474	0.174697475878007	-0.234427363674465	0.69673269525
SNX7	False	0.0498995255967487	0.395657121327398	-0.0395775290906535	0.451760398
ERGIC2	False	0.0499895530975937	0.304375277124264	-0.0459564699082122	0.43199883175
PSIP1	False	0.0499895530975937	-0.201154787130622	-0.45512281885592	0.18440282175
KATNB1	False	0.0501340674754576	-0.52409133062545	-0.139707305869566	-0.04991951325
SLC44A1	False	0.0501340674754576	0.334364231348448	-0.0549018513448987	0.625943401
GMPPA	False	0.0502122578175635	-0.3215918723593	-0.510572470078464	-0.15418291225
SACM1L	False	0.0502122578175635	0.648260588390594	-0.142415741174451	0.77652423125
SNU13	False	0.0502122578175635	-0.247591533623187	-0.154347385519107	-0.1412906725
DGCR8	False	0.0503525121428325	-0.308134469607079	-0.262876830014235	0.0420386375000001
SRPRA	False	0.0503525121428325	-0.359823249246988	-0.104204557389601	-0.0244030662499999
THAP12	False	0.0503525121428325	0.101932758741664	-0.0388967577039949	0.76832330925
DEGS1	False	0.0505314155545669	0.279517373507465	0.0295349648069747	0.48240301325
TUBB4B	False	0.0505920473160469	-0.826759581283957	-1.0964422434536	0.339170677749999
ZNF703	False	0.0507986797601893	-0.17143998678971	0.0503365136772045	0.9911180255
RGL1	False	0.0511304493359019	0.219777716152933	0.237250768403161	0.2488606765
CDK5RAP3	False	0.0511395883546249	-0.554951414747668	-0.0404257417617311	-0.32905186375
FAM50A	False	0.051215270419386	-0.453372724064467	-0.011528458075178	-0.67624297925
MKKS	False	0.051215270419386	0.0523371034675479	0.0303906465186161	0.57762410325
AP3D1	False	0.0514627291046477	-0.486923186053859	-0.533293750800819	-0.0389402007499999
COL5A2	False	0.0514627291046477	0.0975623289325434	0.479505058572399	0.44909791725
TRAF5	False	0.0514627291046477	0.129783435102268	0.499891022223484	0.1116575825
G6PD	False	0.0514754220484089	-0.77626933412602	-0.607004360444048	0.0922142172500001
FAM131A	False	0.0516038897979408	-0.292117289179993	0.369131708207624	0.71678917225
PTGR1	False	0.0516855239298335	-0.417069596637004	-0.118349863557072	-0.0410346765
ADAMTS1	False	0.0518001820402929	0.464567972709597	0.433807188069489	0.21361262525
TM2D1	False	0.0518001820402929	0.246016788752681	0.190595176843022	0.12156800575
TPM2	False	0.0520063711637012	-0.578304731748489	-0.216370575656838	-0.372534936249999
HSPB1	False	0.052050853132718	-0.561411684949105	0.269332947290643	1.15640389375
IDS	False	0.0521054723181958	0.120893073191462	0.371152727909136	-0.0548782039166666
MRPL18	False	0.0521054723181958	-0.132305201402338	-0.310758654003819	-0.10042654975
NOP58	False	0.0521054723181958	-0.301062205047595	-0.361743965721701	0.0785663032500001
BRD9	False	0.0521389255997773	-0.347632679674825	-0.120853679014938	-0.13452532725
DHRS4L2	False	0.0523454237657961	-0.257053619307846	-0.795840193881741	-0.27688353825
CAPZB	False	0.0523729410318807	-0.209885186411295	-0.0581004745498266	-0.2675837945
LBHD1	False	0.0524485015020725	-0.300063581647917	-0.654027394145473	-0.23808000475
SSU72	False	0.0524485015020725	-0.0553627790479796	-0.298800034228369	-0.0645311682499998
LMAN2	False	0.0525096704396744	-0.781631266128452	0.0187855507167125	-0.41577831275
PIGU	False	0.0525096704396744	-0.14740244339247	-0.818882402165493	-0.26296981175
PLCG1	False	0.0525096704396744	-0.380067827673409	-0.0192146215089242	-0.23491357025
UBXN4	False	0.0525096704396744	0.302375587110527	0.0523535009646121	0.43466967175
CC2D1A	False	0.0525381924710095	-0.727255544710592	0.0113129124589682	-0.34337163875
CABIN1	False	0.0525448347465982	-0.585922823468656	-0.125617578453498	-0.0421542655
PTPN1	False	0.0525739404704804	-0.29011523208378	-0.218721886491944	-0.13549145825
RPS6KC1	False	0.0525739404704804	0.322220681615569	0.037105478306569	0.27175303575
SEMA3C	False	0.0526683126934335	1.3706479646711	-0.139197643230444	0.605821952
RAB3GAP2	False	0.0530754462383925	0.455578905589932	0.161011134143363	-0.0137428294999999
AK6	False	0.053135877054619	0.337621562959847	-0.483510020082366	0.650171507625
ANXA11	False	0.053135877054619	-0.489550207893768	0.0055334222591882	-0.4415138
TMEM167A	False	0.053135877054619	0.538274787134396	-0.0009098471107433	0.31517473825
MAPKAP1	False	0.0531529311202128	-0.323495426646558	-0.129875198865051	-0.000603202
SSNA1	False	0.0531529311202128	-0.713184823139008	-0.275956632060196	-0.0158624952499999
EIF2B1	False	0.0531649611313699	-0.20817498112105	-0.823056766513657	-0.1049261905
PPP2R1A	False	0.0532796989794954	-0.55032668980692	-0.0635440708556274	-0.194859476000001
HELZ2	False	0.0533101293431267	-0.43699181441693	0.787535759020408	0.357413186
SPCS3	False	0.0534049653459857	0.327278945585139	0.0355547599570887	0.3298166495
TCN2	False	0.0537181941414724	-0.593448683901122	-0.003716209711829	-0.52937261775
GOLGA3	False	0.0537614945086523	0.19999211346159	2.90531995787566	0.20374209075
AP1M1	False	0.0537667345923413	-0.506785084763124	-0.294376189502593	0.09105544225
ICE1	False	0.053870013060921	0.174498473244769	-0.0194657603192692	0.62441563075
DSN1	False	0.0539555048143942	0.0768050187456764	-0.678630328260427	-0.4348576215
KMT5A	False	0.0539555048143942	-0.315137689076034	-0.0817000298864343	-0.2110594405
RYK	False	0.0539555048143942	0.166766707405262	0.0924162565780922	0.3379331535
YPEL3	False	0.0540951109253049	-0.293855511050507	0.874742706681941	0.234152716
MIIP	False	0.0541843670183091	-0.743361288251844	-0.382765710586659	0.070862761
GBP3	False	0.0542289517899638	0.465537733935573	0.259132139250243	0.120456772
CHKB	False	0.0543092004377729	-0.140316959312905	0.146989951409697	-0.63260395325
FAF2	False	0.0548529439676676	0.140595630818616	0.0664260026862538	0.4016673575
MRPL28	False	0.0548529439676676	-0.734118832892159	0.25195703534389	-0.772137348000001
PYGB	False	0.0556347169107764	-0.539806538430228	-0.0876392443777991	-0.2332959565
MRPL10	False	0.0557017246126312	-0.571876937857681	-0.0821963032149276	-0.013022029
NAB1	False	0.055733973084361	0.460916389120817	0.054166558965389	0.36815872425
ARIH1	False	0.0557561369296207	0.204102914652124	0.105558588005006	0.18757101825
SRSF9	False	0.0564238315092395	-0.0073384920734653	-0.236800625764309	-0.17130694325
GPI	False	0.0564605533625899	-0.2821582782204	-0.268127547939113	-0.1811020265
WDR13	False	0.0564605533625899	-0.648259232560979	-0.080351867554648	-0.3041733645
CDIP1	False	0.0565625917121017	-0.338228793002659	0.610000374479734	0.44697504975
LSM6	False	0.0568180434398007	-0.0805044356421449	-0.563057849194466	-0.0403715750000002
FARSA	False	0.0569390510474431	-0.848673715677659	-0.124278342494551	-0.0624517607499999
GPSM3	False	0.0569390510474431	-0.596384129732987	-0.459320913608492	-0.11881956
STYXL1	False	0.0569390510474431	-0.24224772979218	-0.170528910013132	-0.28416054125
TMEM214	False	0.0570139953945317	-0.260382505552136	-0.107262266253091	-0.20446363425
HSD17B10	False	0.0570329817512051	-0.635097897646153	-0.573118226696398	-0.22045007175
XXYLT1	False	0.0572224565631077	-0.13698291482914	-0.0058144807331448	-0.615666906
ACOX1	False	0.0573515229715109	0.375836920217724	0.0985841964552092	0.15169936725
BACE2	False	0.0573515229715109	0.208947082548164	0.349276224159938	-0.28430144525
PTPN12	False	0.0573515229715109	0.32668604466205	-0.0450543665950001	0.671501354249999
TACO1	False	0.057554975886868	-0.242915543112659	-0.119155038552019	-0.31530623825
NUS1	False	0.0576202809492826	0.52626086493419	-0.0706376889018374	0.561282148
PRCP	False	0.0576202809492826	0.0105784961773452	0.589697661367017	-0.02177667925
MAGED4B	False	0.0577854456741455	-0.254886391161456	-0.800981520582657	-0.4213517465
RABEPK	False	0.0578959791736699	-0.284329072310447	-0.343066644129274	-0.20916106375
RAB2A	False	0.0579426803978257	0.379855357520373	0.0480149333738353	0.13750800025
GSDMD	False	0.0579574853117871	-0.556668257734543	-0.20876792751039	-0.4155723575
NUMB	False	0.0580214548679394	0.192275483559712	0.0446819543638064	0.4742279985
STMN3	False	0.0582092657861644	-0.879404333733355	0.444906852681896	-0.363575892
RPS6KA3	False	0.0586570249397656	0.245168731258648	0.252401678663799	0.196849238
NABP2	False	0.0589363311687255	0.0197603670392068	-0.275335109838077	-0.2240951895
NAT9	False	0.0589799444435389	-0.556962453905463	-0.129430642102728	-0.1244207185
HARS2	False	0.0590334154917073	-0.234225433216288	-0.361500836427781	-0.092982764
CLIP2	False	0.0591384804099906	-0.516251595867137	0.614276800458285	0.68587070625
FBXO38	False	0.0591384804099906	0.242352133829993	0.144445570450296	0.37228859525
MAPK7	False	0.0591384804099906	-0.409601828257806	0.0945758396471774	1.04188307975
ID1	False	0.0591742204427973	0.129904588969721	0.0168413540103467	0.70022571275
RAB34	False	0.0593135128447858	-0.151383084344639	-0.276779497593603	-0.17997583925
EXOSC10	False	0.0593357459983153	-0.033687773001791	-0.338088035461772	-0.04801559
NOP16	False	0.0593357459983153	-0.694329384392737	-0.270586474491158	-0.0172259212499999
LRPAP1	False	0.0596980994120379	-0.45408684246552	0.0385688047196702	-0.4429684875
JAZF1	False	0.0598694262711619	0.445036541930304	0.0366318042094287	0.1766975605
AMIGO2	False	0.0599061655021559	0.422022246060341	0.084406040180089	0.42848072125
CGGBP1	False	0.0599061655021559	0.412797698804628	-0.0292196873161137	0.42068182275
KLHL7	False	0.0599061655021559	0.443104257370433	0.0942852608919269	0.21857008775
GLIPR1	False	0.0601902604132298	0.476737687720844	-0.103152546968055	0.61598844325
UBL7	False	0.0601902604132298	-0.493588117024472	-0.144353647899415	-0.031330366
NRM	False	0.0601926236664915	-0.535234662544723	-0.938324140786877	0.07286894775
SPRY1	False	0.0605556127858815	0.734245081216607	-0.134977862887816	0.539673678
RPS6KA4	False	0.060710228038146	-0.37209078627493	-0.224526164137798	-0.20126700625
SPATA18	False	0.060710228038146	0.20105698314442	0.4430981794932	0.0451822555000002
PIGN	False	0.0608914754105593	0.0973791669998603	0.235529638638207	0.13814351925
DNTTIP1	False	0.0611707684938996	-0.621159565005146	-0.0611247230515408	-0.21622991675
QPCT	False	0.061269927236815	0.602076250851943	0.14479227631119	-0.0195815115
PRKACB	False	0.0613057689493203	0.303951793708464	-0.0250998878246627	0.722046819625
SRSF8	False	0.0616431823369704	0.180841051914185	0.639233523749696	0.11304067
PIK3CA	False	0.0616437346867256	0.599358156787441	0.0414159444706685	0.121147114
SPAG9	False	0.0616437346867256	0.328690498756121	0.145629972224643	0.238545675
GGCT	False	0.0616475968507607	-0.151336922968413	-0.501557563164897	-0.0226053445
DSTN	False	0.0618629843852106	0.41983865147408	-0.0320071697201048	0.52211604125
PICALM	False	0.0618629843852106	0.385566350884299	0.0965163635677548	0.21492484
SYNM	False	0.0618629843852106	0.329266186342217	0.0735220370502447	0.447625703
OSBPL1A	False	0.062235254468173	0.0714010368541911	0.144315238954383	0.2756128235
LIMS1	False	0.0622405949977106	0.204338895295478	0.307000843667858	-0.0569959195
SORBS3	False	0.0622719371623301	-0.832948171530406	-0.0560946991467572	-0.26763756775
MEX3D	False	0.0627506096678425	0.142801258930257	0.530534117100714	0.43113300575
NFKBIZ	False	0.0627506096678425	0.584751970477197	0.268891971333527	0.1698466125
SIAE	False	0.06282194660998	-0.210968050074341	0.578043200557556	0.13130013925
ATAD5	False	0.0629078433246947	0.13617349173968	-1.00636570101022	0.0762610665
MICU1	False	0.0629078433246947	-0.273846983297132	-0.126959726994068	-0.174971873
SCP2	False	0.0629078433246947	0.0700663569440128	0.0288087722922068	0.5244932205
GAS6	False	0.0629629634153097	-0.424196073785096	0.753237845330577	0.117165653
RAB35	False	0.0632145810903997	-0.274427597462363	-0.199498819649476	-0.04627661675
POLE3	False	0.0632339457418695	-0.298435500786495	-0.255537169948425	0.0604494215
SNRPF	False	0.0632339457418695	-0.380285750474739	-0.669966430243724	-0.31351145925
MORF4L1	False	0.0632550493408215	0.324058681403692	-0.0812599211452163	0.84967600525
CHCHD3	False	0.063326367097079	-0.0465445979536829	-0.343871815540108	-0.0411724380000001
CAPG	False	0.0638558033934976	-0.603629545554784	-0.238719556078126	-0.091105764
APLP2	False	0.0639911378494416	-0.254089880687177	0.514763403399947	-0.0357734417499995
CSTF2	False	0.0641265084258354	-0.362603958267859	-0.390290800145585	-0.196311375
ATP13A1	False	0.0641684885374621	-0.644361942212084	-0.0895603931582665	-0.1133822225
RGS3	False	0.0641684885374621	-0.0829738520385046	0.114562311283566	0.736251986750001
TMEM161A	False	0.0641684885374621	-1.07511568494708	0.134846324863601	-0.2750044275
NIPBL	False	0.0642290112253425	0.249054867410058	0.0502965243295535	0.27703848375
SLC35B3	False	0.0643879941623292	0.467802075519787	-0.165116294059545	0.3519278505
DDX39A	False	0.0646849304509409	-0.153336587976496	-0.458306301775147	0.0163084362500002
LARP1	False	0.0649350368281626	0.0021537553428503	-0.194244815486851	-0.13433144
CPSF3	False	0.0649789807148005	0.0289579563560656	-0.326993246548922	-0.14067734125
PDLIM3	False	0.0650572654707025	0.268060541255913	0.320664329668969	0.16886353175
SLC22A4	False	0.0652708776325653	0.881581459839234	-0.0090132937912006	0.14170848025
DHX37	False	0.0653584870285648	-0.547910466017276	-0.418503384291122	0.19435344925
USP14	False	0.0656746395693964	0.294570257409607	-0.226646824152243	-0.7121338875
LLPH	False	0.0657464282455485	-0.0673923344266614	-0.141855696890159	-0.559562576
NUDT18	False	0.0657464282455485	-0.800257147223106	0.367734242559418	-0.58515714725
CTSA	False	0.0658046107344054	-0.491476763124632	-0.137578515115932	-0.49190757725
SART1	False	0.0658046107344054	-0.961897522629696	-0.302881721091051	0.07391530925
GSTO1	False	0.0660436322251712	0.12307769388639	-0.0192031793808827	-0.857886517999999
LAMC1	False	0.0660436322251712	-0.0550441038481697	0.300995114651352	0.13303404975
GNA11	False	0.0660598612087237	-0.18580159562164	-0.193060153159671	-0.351958066999999
MED22	False	0.0660598612087237	-0.290604162221207	-0.313778443907621	-0.05202239525
PXMP2	False	0.0660598612087237	-0.26980359252279	-0.487051890474583	-0.0273454312499999
SLC25A44	False	0.0660598612087237	0.171218837291946	0.0116962388090118	0.49910781925
TIPARP	False	0.0660598612087237	0.21592403166252	-0.0583791705634011	0.82463913825
CFDP1	False	0.0660975320944672	-0.592001865113507	-0.198302987289977	0.01820509975
DDX3X	False	0.0660975320944672	0.55352994852545	-0.0673690708832027	0.89669802725
NCOA6	False	0.066214830047109	-0.0601354501034885	-0.288821341807338	-0.0331057602500001
TBCK	False	0.0662962528856001	0.203885786163367	0.251729807795922	0.3383932145
CDK13	False	0.0663943895666584	0.310691982683125	0.134851741031562	0.0561648214999999
C2ORF49	False	0.0665588378267223	0.30237834509098	0.0732133655080673	0.26962597075
STK11IP	False	0.06699645828182	-0.35639636747436	-0.16275493891058	-0.170867363
DPCD	False	0.0670238726017223	0.0323647192394665	-0.188952156703569	-0.3545624825
LDHA	False	0.0670512183603456	0.288008512275987	-0.567830218785618	-0.36781484625
C11ORF68	False	0.0670628110093512	-0.462967666997479	0.1568887094974	0.92238071975
LYAR	False	0.0671070690916947	-0.418538816994439	-0.679325563760401	0.0957540259999998
ZNF559	False	0.0675699669848376	0.20557362345825	0.2383841346967	0.2698137645
AK3	False	0.0675742190330413	0.160506758150383	0.285787864985016	-0.0958480465
ACAD11	False	0.0676355244431692	0.37446993711884	0.194021180870476	0.140809298
RAB5A	False	0.0677505762337104	0.345923774945708	0.0539877708122587	0.24750186825
GOLT1B	False	0.0680348640869231	0.75469780482223	0.0209952813540122	0.17228101
TRA2A	False	0.068063799496127	0.208064447106448	0.115427910704364	0.31077393025
CHID1	False	0.0680976806631107	-0.665916147541823	-0.0865064843526264	0.0387835202500001
ERCC2	False	0.0684567922057097	-0.43543252154441	0.24582808120553	-0.501388976
PCNT	False	0.0684567922057097	-0.160300589098941	-0.405841450713083	0.0767486277500004
TCF7	False	0.0684567922057097	-0.371047549534677	0.0196192449269608	-0.73585659725
DHRS4	False	0.0688458881847932	-0.31302343630966	-0.060039959269707	-0.4174444785
EIF4G1	False	0.0696259465879279	-0.376950876695505	-0.129951055049995	-0.07605002175
RBM38	False	0.0697920155502607	-0.533069023744746	0.270452917018227	0.72613504
PARP9	False	0.0698044328540142	-0.0622498562828464	0.424581574836592	0.19207423625
PIGS	False	0.0698044328540142	-0.537736729614154	0.0407041670015014	-0.31853251025
VKORC1L1	False	0.0706847941591762	0.090726543995916	0.141114073301926	0.269392051
TCEAL1	False	0.0708459095901209	0.47606011824906	0.0548419221011103	0.23531749325
PQBP1	False	0.0709201471886608	-0.682521640026921	-0.469531774946332	-0.0164944155
CRY1	False	0.070962852931158	0.515297873196894	0.0502063900550942	0.1988815185
PPP1R7	False	0.0712029753363585	-0.109039869982517	-0.256063795972228	-0.08483744025
NDUFC2	False	0.071481167121624	-0.0373836228967228	-0.090351785638263	-0.8097941215
TIMM23	False	0.071481167121624	-0.127649469618873	-0.171467689642519	-0.193455495
SNRNP70	False	0.0715994634890848	-0.536156996548904	0.0290752112156811	-0.44085469825
C1ORF52	False	0.0720749900329081	0.349982336444564	-0.0640291164296656	0.48808531475
MLF2	False	0.0720749900329081	-0.401700844196174	-0.460042342396134	-0.06227277475
FAM3C	False	0.0721447978499796	0.522566282656057	-0.0065667850271964	0.357630308
CMIP	False	0.0727035615053171	0.0067328039377088	0.229151731186036	-1.11467140475
RNH1	False	0.0727319971457048	-0.878104677208485	-0.0928938723657513	-0.0792134609999997
ST13	False	0.0729692953992471	-0.0734784883338531	0.0142361844833321	0.798870746
EPC2	False	0.0734498702203116	0.278485365096685	0.0238975056850901	0.3868335815
TOP2A	False	0.0734498702203116	-0.171084828613092	-1.48937865064604	0.4533424475
NRSN2	False	0.0735215320157616	-0.52001153609662	0.0250072872195393	-0.32581128675
HECW2	False	0.0738468937701298	0.438152243054491	0.0534120922360426	0.327572965
MICAL3	False	0.0738468937701298	-0.158907336673839	0.182941731801084	0.316785462
PLP2	False	0.0738468937701298	-0.607696226315493	-0.25819289107778	0.053730258749999
LMO2	False	0.0741173350743248	0.0256825357146466	0.344805182327718	0.23967663475
MRPS11	False	0.0742840998971015	-0.455760594782873	-0.0665813929888781	-0.23536588175
TEF	False	0.0742840998971015	-0.22371953472817	0.750122541553436	0.374876638
MMS19	False	0.0742973841704136	-0.253762445853907	-0.0466761745632978	-0.25732302075
PSMB1	False	0.0744206359961789	-0.0966189513779909	-0.0452313757065932	-0.6743894565
PIK3IP1	False	0.0744883729997684	-0.411306063620349	0.273963478408991	-0.34300507675
HDDC3	False	0.0745977720921542	-0.45280446595912	-0.11797671151998	-0.308163006
NLN	False	0.0746725775050634	-0.124624571147304	-0.374704695988257	0.15839556175
UBE2D3	False	0.0746884095217153	0.18256725807769	-0.0302941485904089	0.55771687925
MECR	False	0.0747043773802084	-0.63880265927125	-0.461582954607863	0.05742573625
CD93	False	0.0749230905990012	0.127099714491296	0.303525428136593	-0.21995570675
TTC19	False	0.0749230905990012	0.11451114136952	0.266588367494891	0.01958761675
GDE1	False	0.0750315557316936	0.0824966411179986	0.173916597632239	0.1081214905
CD320	False	0.0755750208115811	-0.439166841512806	-0.139992372761089	-0.34272989825
KCNK6	False	0.0758742831728646	0.117064674818425	0.433899961973035	0.130759247
COPS7A	False	0.0760827677786828	-0.471526569565522	0.0250867342372541	-0.2844244915
TECR	False	0.0761364042397381	-0.609181106568401	-0.49526323806543	0.26289874575
NCLN	False	0.0762772083894901	-0.65196913500829	-0.416747052949739	0.01967036075
BABAM1	False	0.0769795042276402	-0.441371516140476	-0.137574090329929	-0.0729431802500002
ZNF419	False	0.0769795042276402	0.0455949314780551	0.29663618183941	0.2858996885
TBC1D4	False	0.0770423858195614	0.727395711378197	-0.152476032765863	0.52689568375
PHTF2	False	0.0773333266207152	0.718938622892957	-0.152534223514675	0.55642097
VDAC3	False	0.077429967138042	-0.0873844201416096	-0.432674583030689	0.0654927697500001
ARFGEF1	False	0.0777098780654408	0.447036441476384	0.0158524411616412	0.155470413
ZBTB8OS	False	0.0778225637650818	0.224274708747343	0.615121537933571	0.18214257575
BLVRB	False	0.0778533439238269	-0.815107799792786	-0.240711390248808	-0.31423137825
NUBPL	False	0.0778533439238269	-0.184029195766303	-0.146551154688146	-0.591609051499999
TPRG1L	False	0.0778533439238269	0.0326796450961382	0.326448830903602	-0.058127482
RFXANK	False	0.0780919085496535	-0.570173059527985	0.0408839037612889	-0.425460755
BRPF3	False	0.0782326604064698	0.201897652969326	0.0093071063368439	0.42918608425
NAV1	False	0.0782326604064698	0.0585242280521383	-0.052632133976747	-0.702096313
ZNF281	False	0.0782326604064698	0.511766379209	0.060249976332563	0.228086059
LEMD3	False	0.0784447880948392	0.38104627853699	0.0573665389952538	0.39734095525
PODXL	False	0.0784447880948392	0.206326344737761	0.094788059204781	0.29847414575
PSMD10	False	0.0784447880948392	0.183587122468317	-0.033638098631096	0.670722562
SERPINB8	False	0.0784447880948392	0.0443560952846669	0.112589202896226	0.481660452
